image_id,od_x,od_y,eye,fovea_x,fovea_y
20051021_51748_0100_PP,1030.2702830380786,682.7017184556864,R,554.9177567334152,726.7999303493036
20051021_51804_0100_PP,426.1129952156166,685.8069781090154,L,889.3634844520633,713.5128464858411
20051021_51936_0100_PP,1029.5863598232881,623.2716380264651,R,551.3299719845505,723.3139197268147
20051021_51994_0100_PP,402.9690477975762,638.8815136747331,L,876.9704457481066,721.3221593237056
20051021_52075_0100_PP,1057.7013723302914,691.9924023024637,R,548.8230228083974,719.2776580643323
20051021_52127_0100_PP,385.7379164182877,653.8811477666757,L,902.2386409428132,698.9388940443803
20051021_57798_0100_PP,1211.5989002876065,640.0716747791876,R,699.8893990508742,700.5758215887718
20051021_57862_0100_PP,178.2758278173138,680.1516990914031,L,666.9176467725283,715.5529449766778
20051021_57975_0100_PP,1049.961682097897,680.0376998336327,R,559.8202853528036,728.6331822302385
20051021_58035_0100_PP,364.04107720770935,574.7532226043046,L,874.1194167774245,727.1597779334928
20051021_58178_0100_PP,1082.0517995677803,664.6192769961007,R,546.6005180064506,714.2520547999761
20051021_58316_0100_PP,338.3379375760237,641.289839619956,L,871.7518731341257,719.6343984582634
20051021_58388_0100_PP,1026.709962539396,655.2598060881073,R,555.8528595261438,725.0355156186472
20051021_58522_0100_PP,404.5257247337698,650.1453651669286,L,872.3036647627936,726.7778602386303
20051021_58683_0100_PP,1219.522080378914,702.4706691526442,R,642.2787795234791,729.1769672149442
20051021_58802_0100_PP,329.6781890964669,686.6816890062386,L,853.8857344311815,725.8350346661294
20051021_59136_0100_PP,1093.8807530932786,694.9127713568843,R,550.5710157363782,721.4624121841603
20051021_59243_0100_PP,338.27667775314256,586.1744320803273,L,846.2139644662051,719.609436693482
20051021_59459_0100_PP,1120.6508124147863,678.509548933928,R,573.1309265044197,728.9623838202355
20051021_59504_0100_PP,342.12195653064225,667.2024359638639,L,847.5020265776246,733.9381543508252
20051109_57451_0400_PP,113.87634113556258,463.9835057198137,L,455.3292172453252,521.4092745125699
20051109_57843_0400_PP,717.9002404925687,489.23865036031486,R,365.05380794872735,489.74745906299694
20051109_59751_0400_PP,692.7355656495549,376.4333486022421,R,357.3338538081073,467.0092119649619
20051109_59864_0400_PP,218.4221230751711,425.82049794694666,L,557.7193888464585,473.1117089488304
20051109_59969_0400_PP,696.6102671207743,450.21998093667355,R,356.25585852690654,481.14909762304325
20051109_60031_0400_PP,217.02855271563794,408.68426374155166,L,563.3053949508585,474.3264027448493
20051109_60136_0400_PP,686.4497003576506,453.7873697607768,R,349.2956917721948,487.6390028865841
20051110_33960_0400_PP,226.6642026540556,419.60325041192755,L,565.8905285251151,480.63632437485245
20051110_34013_0400_PP,717.1050795592131,422.87054903993965,R,358.4768507468292,469.89165158190247
20051110_34071_0400_PP,176.60216248010897,436.7407983991609,L,525.9280951962567,460.0490107181406
20051110_35239_0400_PP,725.9251653696048,487.60693345363137,R,399.01816618060997,489.4046107590995
20051110_35279_0400_PP,234.32844751388038,434.8383744201496,L,557.0087674227577,474.9690975257045
20051110_35332_0400_PP,665.3738420812492,465.09598659641233,R,339.9514604246983,482.06095199230924
20051110_35926_0400_PP,244.63757279892428,433.70388955436795,L,569.869192843417,472.39631710605755
20051110_37992_0400_PP,684.0236727505687,411.86321393107283,R,342.58620481851295,474.17581065224545
20051110_38111_0400_PP,233.32818669607005,451.60700345773967,L,571.1993040066251,473.8750036378936
20051110_38156_0400_PP,666.0812333019381,423.9052499114626,R,352.2756081298459,475.2929051452777
20051110_38194_0400_PP,233.40904881133358,379.2599509699542,L,554.3652213457482,472.1038872954577
20051110_38239_0400_PP,692.9033511510518,440.3666390731257,R,354.61122472467963,472.46812524325145
20051110_38280_0400_PP,108.76224560541192,484.6494386139076,L,453.051517637366,526.046533940065
20051110_38313_0400_PP,673.2348985461531,439.34850202911156,R,355.00991070902427,473.86325931411636
20051110_38352_0400_PP,239.18235462924528,438.0935921509505,L,561.5619460196742,470.8336088856298
20051110_38472_0400_PP,726.8254372766992,430.2633334812672,R,361.5750765952104,473.3923917379159
20051110_38507_0400_PP,199.6636635839384,441.8002337819571,L,576.3473187173439,475.42130451775427
20051116_43388_0400_PP,728.473745318845,439.36294047253034,R,365.4560735151495,474.0881026421295
20051116_43585_0400_PP,194.18064406629261,408.4853782951294,L,555.0589442251915,476.1723092405256
20051116_43710_0400_PP,695.4480883022379,470.9649687504199,R,351.15952840972096,476.49337901737766
20051116_43721_0400_PP,210.98223673607748,424.2543041086017,L,556.3598332273734,474.8394146546676
20051116_43785_0400_PP,699.2465061534625,411.1171894208025,R,357.17357984043656,473.5626832958709
20051116_43801_0400_PP,228.8565015968042,400.2456666166254,L,558.0323712405119,468.0398563488916
20051116_43954_0400_PP,703.5188063214339,480.5347269738082,R,359.7007977418224,477.05906873519285
20051116_43995_0400_PP,227.8830840751829,428.9314828784792,L,556.2838759073072,475.4410773025422
20051116_44615_0400_PP,1256.8702599758758,753.2709853299212,R,699.7926600028998,831.7626312107028
20051116_44648_0400_PP,348.42523462368405,750.0447159525025,L,879.2159601872285,767.4031208990357
20051116_44718_0400_PP,1124.3969598641377,723.2935030705974,R,565.320032976577,768.0570440597087
20051116_44750_0400_PP,333.82177649053625,679.9415860024016,L,883.0126334910703,762.5129783269578
20051116_44804_0400_PP,415.1509116811041,640.9447403689404,L,905.8178170737477,760.0247503131881
20051116_44816_0400_PP,1107.6642138604202,768.6633467751295,R,576.7929097072694,763.728191416886
20051116_54429_0400_PP,667.0933351596711,446.01319982152387,R,349.168293223277,479.2821795634855
20051116_54454_0400_PP,247.00734995811536,433.1059253314061,L,553.8964536595844,472.37169241995304
20051116_54484_0400_PP,706.2309253451626,440.1661192884289,R,353.95851337569536,463.88848777552374
20051116_54587_0400_PP,198.70310128345284,447.83874918859635,L,561.2067166605981,467.6811753452665
20051116_54642_0400_PP,751.5843113711818,506.5922678833694,R,427.6545800555199,505.613685016319
20051116_54663_0400_PP,146.7021923874734,500.2554267956605,L,462.05173983893377,548.0496136192942
20051116_54692_0400_PP,224.05958393352128,401.56633499288284,L,561.8625593468133,466.21648666935624
20051116_54825_0400_PP,704.149827835136,447.22615258153934,R,362.6277343056243,470.6184546389996
20051116_54832_0400_PP,241.6239540736957,417.81462848332274,L,552.2373784199741,471.9526562809531
20051116_54839_0400_PP,683.4553907400988,459.9245272751961,R,359.2106567393406,477.5496853216223
20051116_55649_0400_PP,1138.5771644178178,724.8676118528808,R,562.6486720382151,769.3341724125495
20051116_55656_0400_PP,339.23212143116115,621.004915372666,L,876.590063342154,754.1582991712928
20051116_58804_0400_PP,249.16249949479766,406.0723918782933,L,564.5952831538451,471.05801990480745
20051116_58816_0400_PP,797.8587088285399,436.373773522526,R,452.67799266080897,449.23202054595896
20051116_58828_0400_PP,702.7763605258416,469.37787726529217,R,381.4341604769854,469.67241845498484
20051116_58835_0400_PP,241.64679896053977,401.37206043694425,L,556.0513646387242,471.11836547710203
20051116_58864_0400_PP,245.21949063234348,429.1921356591079,L,565.4460061176021,473.48144803251915
20051116_58872_0400_PP,675.1743490237167,454.47867260205993,R,358.31470611033535,476.8995705263481
20051116_59150_0400_PP,1205.593928651082,716.7648798496443,R,665.8085784138726,756.1129175804871
20051116_59168_0400_PP,155.85158266083351,699.0949439210215,L,672.8351086149922,731.4122259424968
20051117_37042_0400_PP,844.0767313504714,499.60035194443486,R,479.3084264373554,524.2595335682116
20051117_37051_0400_PP,116.1136124294041,510.6713208949515,L,466.178585695125,568.5417034602095
20051117_37078_0400_PP,683.9180857993352,449.1031719129791,R,355.31109376461626,477.0182227703449
20051117_37100_0400_PP,220.1313576945644,425.248103997275,L,555.1172084925695,471.08904560609625
20051117_37130_0400_PP,650.9119989904749,465.95059072970326,R,345.29492796098805,482.3028090921381
20051117_37155_0400_PP,251.05756446627373,470.09924241409664,L,555.1697788524888,475.04160589166247
20051117_37185_0400_PP,706.7859130075786,478.2993849141421,R,356.58882512155094,480.00329711049795
20051117_37213_0400_PP,111.53930967629309,442.1418787537798,L,453.5947210374704,506.6395323565494
20051117_37321_0400_PP,658.5035367441867,445.81136132723896,R,352.5630938328757,473.90594320577577
20051130_53586_0400_PP,253.33443923868998,413.00412377645245,L,555.2525528361369,473.2083859160976
20051130_53623_0400_PP,207.97200216396075,416.70018960634565,L,542.4505670415077,475.7290572099351
20051130_53663_0400_PP,703.4481091825116,492.4363506545991,R,359.8461573666495,487.79957609740205
20051130_53991_0400_PP,687.3943841562589,462.76420141281324,R,345.92629856993625,482.41385689944036
20051130_54030_0400_PP,222.7597190502265,447.5756699201985,L,560.804587317527,478.49047152872356
20051130_54077_0400_PP,660.651046062412,479.9405421665838,R,353.1900860637121,484.50343547214646
20051130_54121_0400_PP,146.37596639365393,449.0463369448918,L,464.24692717818374,510.55538738462906
20051130_54257_0400_PP,692.110718815057,419.023277799714,R,351.41595089592664,479.6137675168017
20051130_54301_0400_PP,224.68732483623904,450.38426782634065,L,556.7545473850336,479.63410850724244
20051130_54323_0400_PP,233.45406670905925,450.5635373729857,L,565.2704752053907,474.60736714646754
20051130_54333_0400_PP,689.8055441279171,488.0537038220878,R,353.5056028392569,477.13780881555255
20051130_54476_0400_PP,685.3630452556312,458.774684637153,R,361.9303692333076,486.1557768431761
20051130_54498_0400_PP,240.71781461984813,490.0558148502789,L,562.848587382609,478.3578228669877
20051130_54595_0400_PP,770.6501983958717,450.9094427150936,R,434.3724748484792,494.17568905214824
20051130_54616_0400_PP,228.28571675431738,468.7428219941346,L,555.0240685659124,478.508816975899
20051130_54802_0400_PP,663.5929724687549,452.8012075163714,R,351.9188635047886,487.98573150505916
20051130_54846_0400_PP,253.1490878835008,415.4388649663393,L,559.962362049554,474.7733096611404
20051130_54943_0400_PP,240.08837744533517,414.5255129063035,L,554.6345237380086,478.01015947484973
20051130_54956_0400_PP,671.9271735246365,445.2620071178608,R,353.26971772053247,480.7648322806586
20051130_55004_0400_PP,696.3983962201695,451.8856382059716,R,348.2965900829225,479.53659242423714
20051130_55012_0400_PP,234.36959305856016,429.6121175860782,L,574.5280970173867,471.27147642456225
20051130_55037_0400_PP,710.548548981736,445.6322822056643,R,361.4492312032187,475.4580719361844
20051130_55048_0400_PP,216.31806787200392,434.41787117006885,L,555.0149994052491,472.59374996786664
20051130_55074_0400_PP,652.7277924123689,477.58056472361926,R,358.4259694938567,488.47759272905745
20051130_55086_0400_PP,254.09816932932475,468.7107653939547,L,549.3183130399062,480.4918928707786
20051130_55107_0400_PP,710.7685897411297,457.1519552752109,R,355.34345152687234,484.7074846092558
20051130_55124_0400_PP,230.38913149386397,445.0249012484384,L,559.6460260972599,468.36280745240003
20051130_55160_0400_PP,672.3388980804295,440.5050845530742,R,355.15497580880407,479.6429875295657
20051130_55269_0400_PP,245.64686715298447,421.78634511342966,L,552.2785737878705,484.6682989962012
20051130_55311_0400_PP,164.6886971955121,406.23257156569656,L,494.1364238719545,466.2840988788755
20051130_55323_0400_PP,759.0072503606451,462.78067780470906,R,428.15899426863695,500.22903909623966
20051130_55381_0400_PP,686.3404467090952,458.316688587626,R,351.4096129577974,483.79411599291575
20051130_55393_0400_PP,239.19253899131766,463.2569123955956,L,562.7141013795402,490.47493315530494
20051130_58716_0400_PP,1152.1528816066063,764.0925401177836,R,560.3922455820438,771.3846463724065
20051130_58824_0400_PP,332.83731684415204,676.6624544215998,L,897.9391267539863,755.0094815700526
20051130_58874_0400_PP,1034.7367389733197,774.2064913550389,R,553.9906391143668,758.1055473245423
20051130_58888_0400_PP,244.1420082085228,760.578144666984,L,724.2183624566734,877.0090018780464
20051130_58921_0400_PP,1134.96520796013,734.3799672695707,R,624.8557328980254,757.6993806059553
20051130_58962_0400_PP,381.78252626636504,693.7059669577653,L,881.7140383930715,764.3692292779517
20051130_58998_0400_PP,1079.7812961746667,756.9058904849662,R,551.6597292156924,766.8820205752188
20051130_59029_0400_PP,382.3969023039401,666.1652196351499,L,892.3871689374711,774.1678860635008
20051130_59186_0400_PP,1158.187681367519,703.2133200185804,R,560.5612701804732,762.3538422231512
20051130_59284_0400_PP,308.9582863737748,648.0438459126624,L,890.4246997369477,758.7159710107952
20051130_59374_0400_PP,1096.8708186932363,712.0985318320672,R,554.0814030696691,762.876178829099
20051130_59404_0400_PP,350.9722472399925,714.8728881070666,L,887.5426395431654,754.6084375255995
20051130_59457_0400_PP,1169.124950345154,707.0835224407781,R,598.9365451379136,750.7146603107901
20051130_59464_0400_PP,338.0078568543271,661.7508557773565,L,888.0718123269381,758.7404178939087
20051130_59749_0400_PP,277.0620203261758,671.3177436137601,L,834.8123231228084,775.6075138114478
20051130_59775_0400_PP,1182.9529320980157,785.1605376211468,R,592.8900073760309,775.724245215715
20051130_59793_0400_PP,1099.7079135361773,692.3989188643102,R,566.2314205489872,767.6243744855642
20051130_59802_0400_PP,359.3024251955926,714.5452084899224,L,888.8075753242746,761.9753086690919
20051130_59850_0400_PP,1061.73101874898,713.7176047921796,R,557.1154819779019,758.1845364837482
20051130_59869_0400_PP,380.51772793468217,673.9130340075716,L,879.3003865797841,758.3252172256342
20051130_59916_0400_PP,1247.1502981434721,785.2731327830386,R,673.2634216091022,799.9943334763927
20051130_59930_0400_PP,190.71100269823896,606.7846872062657,L,737.4876790486329,800.7460180857165
20051130_59964_0400_PP,1091.571658751585,730.4496252915116,R,565.741071166827,774.5893540624771
20051130_59993_0400_PP,378.8125049415113,653.8334342038402,L,887.3322944314359,763.8489962918675
20051130_60040_0400_PP,1085.1894679445425,695.2739216418727,R,562.0628023427455,760.9900032303099
20051130_60066_0400_PP,375.36704912642017,702.9659950003747,L,888.9082028336825,766.1772277107505
20051130_60186_0400_PP,1121.1016811568518,726.9568612290665,R,567.8881777796084,753.0693563208209
20051130_60234_0400_PP,353.6949216753018,653.6565521817253,L,890.0726582019117,747.0298615653938
20051130_60448_0400_PP,1059.9992720483774,687.2677009292879,R,564.3249049517348,766.4458300918118
20051130_60490_0400_PP,405.82013996171526,692.1054614530105,L,882.3010728569134,760.8305660307553
20051130_60532_0400_PP,1061.5942517769995,737.5441364731863,R,565.5045888298271,768.8796280980251
20051130_60562_0400_PP,388.93727843580143,716.7120014508297,L,876.9360877579187,764.0320902258974
20051130_60601_0400_PP,1146.8713779436189,742.6832167896679,R,556.4068633423584,773.8808006687824
20051130_60630_0400_PP,385.0636530077344,673.5789691531662,L,901.0625615567969,750.0519298020746
20051130_60691_0400_PP,1049.633322387685,703.2537715704514,R,561.6157985454118,763.812833378877
20051130_60715_0400_PP,437.39955458580783,627.2447364250552,L,896.513771647554,749.8272452732164
20051130_60740_0400_PP,1091.1035629664727,684.3943292432692,R,535.8181813084375,745.1383758307602
20051130_60760_0400_PP,343.14361868487845,652.1155726894093,L,874.7417706900725,738.4581466558677
20051130_60794_0400_PP,1110.1969490944869,736.9167384433596,R,566.3366802449477,761.4670930714477
20051130_60822_0400_PP,383.8604252394627,660.5928625516584,L,904.7130796572085,764.6321234629851
20051201_37312_0400_PP,1079.3503126785938,747.045036628665,R,545.2090090417978,763.1939307709356
20051201_37337_0400_PP,357.1980941630895,683.8004019491128,L,887.5817856113566,762.302107183194
20051201_37382_0400_PP,1124.7507957033092,745.6635573139798,R,580.5124107103741,769.0286041689704
20051201_37390_0400_PP,356.62143638989846,704.5095753665069,L,888.146469008806,761.7277551103803
20051201_37409_0400_PP,1117.5992098060226,702.7067085852892,R,582.31020539995,775.9955091049544
20051201_37462_0400_PP,363.8619518577441,719.3969285245679,L,889.9997948664944,787.2795029684575
20051201_37534_0400_PP,375.2904925160223,723.8102555338156,L,899.8970997862222,761.1131974350392
20051201_37557_0400_PP,1063.5116925075092,731.666368089874,R,555.0687951222678,764.5976449267042
20051201_38041_0400_PP,1100.075993679739,725.0343826295498,R,565.3071076093356,756.6222301940278
20051201_38081_0400_PP,361.89500159333215,682.2417599383102,L,882.4418796505217,756.7885225033679
20051201_38103_0400_PP,409.37723185001255,713.7987355703148,L,893.2293531520502,756.773345622344
20051201_38137_0400_PP,1179.300850135673,680.9257777160527,R,676.4375048975381,741.0420456762025
20051201_38155_0400_PP,388.05668694134414,656.7050286603644,L,884.9221541414661,759.6302596488099
20051201_38164_0400_PP,1079.4889199315187,735.869498421354,R,563.2623840864684,759.9672579120831
20051201_38199_0400_PP,363.793621275994,695.3929446231151,L,889.374512982603,747.0588530145383
20051201_38211_0400_PP,1108.5652017981367,686.7806604384814,R,567.2020825551217,752.0255037060105
20051201_38246_0400_PP,345.0603051421438,688.125915763082,L,888.9687437602045,766.1936176186358
20051201_38262_0400_PP,1131.3892391193585,720.9373919688098,R,572.8733524629141,769.9991381063995
20051201_38280_0400_PP,1316.4502175551427,813.9632187851188,R,726.0120634934894,843.9125167672942
20051201_38291_0400_PP,143.38225124896675,762.6627691848649,L,720.9125296100486,888.649642774794
20051201_38321_0400_PP,1082.6770028381475,689.9282512076742,R,567.3307174268272,761.5969435250795
20051201_38349_0400_PP,372.38790048332385,672.5283053221154,L,887.8047697449387,755.5614228543391
20051201_38466_0400_PP,366.6911528254582,642.6629774337127,L,878.3704258485278,765.4126164661674
20051201_38475_0400_PP,1072.4174132675817,796.6884035288847,R,548.4642170822245,780.4709911963436
20051201_38537_0400_PP,352.5165198751422,755.2012945741586,L,892.6931497429877,759.8254221846131
20051202_36970_0400_PP,1095.8596690909967,696.8776672798831,R,574.2648245480466,767.1745261230884
20051202_37162_0400_PP,323.943540100464,686.3718728951387,L,875.3044444779852,747.9259470710986
20051202_37199_0400_PP,1127.7045578482357,727.8363985244064,R,565.3583357023795,751.4094064711237
20051202_39630_0400_PP,1093.454607738823,672.9282633381964,R,567.8838954674525,753.718793637329
20051202_39708_0400_PP,366.4815946591311,713.4699136879408,L,886.9502608911852,753.0691478940571
20051202_41260_0400_PP,701.0375592104895,454.08117912802095,R,352.9441794437394,473.6881263058686
20051202_48232_0400_PP,122.91101129444243,503.68699111839686,L,467.8288844041888,531.2939354085293
20051202_48393_0400_PP,706.166092578802,432.6688532913974,R,352.43059998100705,467.63370415232515
20051202_48421_0400_PP,213.52074813777125,423.7090227568755,L,552.5289205547605,474.3846571964615
20051202_51518_0400_PP,312.00765706668307,762.85395287399,L,845.5514393961778,859.7301337034435
20051202_51574_0400_PP,1090.5325576076173,747.3340014228378,R,562.1352788139934,764.7383193546868
20051202_51599_0400_PP,1156.7115355271012,788.7226552871813,R,567.5483770174516,778.7419995029745
20051202_51616_0400_PP,326.9500351906691,701.2791571375498,L,904.6077686479462,786.9369011023396
20051202_54197_0400_PP,1108.5196038016938,816.1723206906589,R,569.6264402124806,765.0199472837726
20051202_54208_0400_PP,371.04663652166073,633.6934425534733,L,888.3171713345189,762.5724445391686
20051202_54547_0400_PP,682.1694706857827,467.6513961270619,R,335.2147136233639,489.57836913029854
20051202_54555_0400_PP,219.685942558744,450.87869849818685,L,556.8322115467032,482.6350535026684
