FileName,Label
20051020_45110_0100_PP.png,R
20060410_40274_0200_PP.png,L
IM004184.png,L
20060412_61081_0200_PP.png,L
20060523_48199_0100_PP.png,L
IM002803.png,L
20051020_64007_0100_PP.png,L
20051214_41949_0100_PP.png,L
20060407_44617_0200_PP.png,R
20051130_59930_0400_PP.png,L
IM002026.png,R
IM000242.png,L
20060410_41901_0200_PP.png,L
IM000761.png,L
20060523_48572_0100_PP.png,R
20060407_41312_0200_PP.png,R
20051214_51953_0100_PP.png,L
IM002335.png,L
20060412_60475_0200_PP.png,L
20060412_51932_0200_PP.png,R
20060412_63104_0200_PP.png,L
20051130_58962_0400_PP.png,L
20051116_55656_0400_PP.png,L
IM003468.png,L
20051205_57988_0400_PP.png,L
20051116_43388_0400_PP.png,R
20060411_59087_0200_PP.png,L
20060412_61808_0200_PP.png,L
20060412_61501_0200_PP.png,R
20060523_48890_0100_PP.png,R
20051216_44660_0200_PP.png,L
20051208_39532_0400_PP.png,L
IM003405.png,R
IM003571.png,R
20060411_59190_0200_PP.png,L
IM002659.png,L
20051117_37155_0400_PP.png,L
20051208_42546_0400_PP.png,R
IM000703.png,R
20060523_50019_0100_PP.png,L
20051202_48232_0400_PP.png,L
20051216_47668_0200_PP.png,R
IM000553.png,R
IM000602.png,L
IM000937.png,L
20051130_54301_0400_PP.png,L
20060407_38970_0200_PP.png,L
20051116_58816_0400_PP.png,R
IM000139.png,L
20060410_47331_0200_PP.png,R
20060523_49875_0100_PP.png,L
20051214_56971_0100_PP.png,L
20060529_56442_0100_PP.png,L
20060523_45662_0100_PP.png,R
IM001738.png,L
20051020_62385_0100_PP.png,L
20051021_57798_0100_PP.png,R
IM000191.png,L
20060407_43436_0200_PP.png,R
IM000595.png,R
20060411_58808_0200_PP.png,R
20060407_39567_0200_PP.png,L
IM000319.png,R
IM001454.png,L
20051130_59916_0400_PP.png,R
20051020_44692_0100_PP.png,R
20051214_40456_0100_PP.png,L
20051116_58872_0400_PP.png,R
20051130_55012_0400_PP.png,L
20060530_36860_0100_PP.png,R
IM000813.png,L
20051202_55607_0400_PP.png,L
IM003020.png,R
20051205_58125_0400_PP.png,L
20060411_51958_0200_PP.png,R
20051020_44338_0100_PP.png,R
20060411_61478_0200_PP.png,R
20051130_59802_0400_PP.png,L
IM000586.png,R
20060410_41626_0200_PP.png,L
20051021_36097_0100_PP.png,R
IM003787.png,R
IM000762.png,R
IM000711.png,L
20060522_45796_0100_PP.png,L
20060522_45402_0100_PP.png,R
IM004621.png,R
20051212_38076_0400_PP.png,R
20060412_52685_0200_PP.png,L
IM003910.png,R
IM001681.png,R
20051216_44092_0200_PP.png,L
IM002441.png,R
20060407_39306_0200_PP.png,R
20060412_60337_0200_PP.png,R
20060523_45449_0100_PP.png,R
20051130_55381_0400_PP.png,R
20060411_58328_0200_PP.png,L
20051109_60136_0400_PP.png,R
20051202_56028_0400_PP.png,R
IM002622.png,L
20060523_48659_0100_PP.png,L
IM001617.png,R
IM003746.png,L
IM003577.png,L
20051214_57377_0100_PP.png,R
20060412_61316_0200_PP.png,L
20051205_58502_0400_PP.png,L
20051202_55735_0400_PP.png,L
20051110_37992_0400_PP.png,R
IM000501.png,R
IM003925.png,L
20051205_59379_0400_PP.png,L
IM003160.png,R
20060411_59062_0200_PP.png,R
20060523_43038_0100_PP.png,L
20060523_50392_0100_PP.png,R
IM003564.png,L
20060410_40146_0200_PP.png,R
20060523_45300_0100_PP.png,R
20051130_59457_0400_PP.png,R
20051130_55269_0400_PP.png,L
IM004462.png,L
IM000073.png,L
20060412_61251_0200_PP.png,L
IM001328.png,L
20051020_64388_0100_PP.png,L
20051205_59300_0400_PP.png,L
20051213_62648_0100_PP.png,R
IM003826.png,R
IM003695.png,R
IM000654.png,R
IM003338.png,R
20060523_45524_0100_PP.png,R
IM001117.png,L
20060412_52271_0200_PP.png,L
20051202_55846_0400_PP.png,L
20051020_45004_0100_PP.png,L
20051021_51804_0100_PP.png,L
20060410_43959_0200_PP.png,R
IM002852.png,R
IM000696.png,R
20051110_34071_0400_PP.png,L
20060530_53522_0100_PP.png,R
20051214_42363_0100_PP.png,L
20060407_43726_0200_PP.png,R
20060407_45611_0200_PP.png,L
20060412_61365_0200_PP.png,R
IM003990.png,L
20051021_36208_0100_PP.png,L
20060530_54242_0100_PP.png,L
20060407_44304_0200_PP.png,L
20060523_49269_0100_PP.png,R
IM004169.png,R
IM000094.png,R
20051214_51701_0100_PP.png,R
20051214_40912_0100_PP.png,L
20051216_45899_0200_PP.png,L
IM002486.png,R
20051216_47383_0200_PP.png,R
20051212_41144_0400_PP.png,R
20060522_45967_0100_PP.png,L
20051021_36380_0100_PP.png,R
20060407_43594_0200_PP.png,R
20060412_52351_0200_PP.png,R
20051130_60186_0400_PP.png,R
20060412_59242_0200_PP.png,R
IM000896.png,R
20051207_56219_0400_PP.png,L
IM003893.png,L
IM002765.png,L
20060530_54117_0100_PP.png,L
20060407_40582_0200_PP.png,R
IM004806.png,L
20060411_62058_0200_PP.png,L
20051116_44750_0400_PP.png,L
20051020_62615_0100_PP.png,L
IM003603.png,R
IM001467.png,R
20051020_44598_0100_PP.png,L
IM001027.png,R
20060407_41330_0200_PP.png,L
IM000190.png,R
IM003331.png,L
20051130_54257_0400_PP.png,R
IM002983.png,L
20060530_51399_0100_PP.png,L
20051021_39222_0100_PP.png,R
20051201_38246_0400_PP.png,L
20060407_38711_0200_PP.png,R
IM002821.png,L
IM002782.png,R
20051202_37162_0400_PP.png,L
20051205_59510_0400_PP.png,R
20060410_47016_0200_PP.png,L
20060412_58945_0200_PP.png,R
IM004297.png,R
IM003924.png,R
IM003894.png,R
20060530_55607_0100_PP.png,R
IM004747.png,L
IM003058.png,L
20060407_42290_0200_PP.png,R
IM000357.png,L
20051021_57862_0100_PP.png,L
IM001422.png,R
20051020_58276_0100_PP.png,L
20060410_44464_0200_PP.png,R
IM001145.png,R
20060522_45541_0100_PP.png,R
IM001252.png,R
20060410_39976_0200_PP.png,R
IM002027.png,L
IM000412.png,R
IM000426.png,L
IM003207.png,L
IM003633.png,R
IM003879.png,L
20060530_51377_0100_PP.png,R
20051208_39438_0400_PP.png,R
IM003840.png,L
20060523_47987_0100_PP.png,R
20051202_55944_0400_PP.png,R
20060412_59423_0200_PP.png,L
20060530_53742_0100_PP.png,R
IM000249.png,L
20060410_40254_0200_PP.png,R
IM004440.png,L
20051216_44635_0200_PP.png,R
IM000306.png,L
20060523_43333_0100_PP.png,R
20051216_45757_0200_PP.png,R
20060407_39155_0200_PP.png,R
20060530_54529_0100_PP.png,R
20051214_57761_0100_PP.png,R
20060523_43174_0100_PP.png,R
20051202_55669_0400_PP.png,L
IM001322.png,L
20051130_58824_0400_PP.png,L
20060530_55203_0100_PP.png,L
IM004347.png,L
IM002975.png,L
20060523_50325_0100_PP.png,R
IM001199.png,L
20051130_59029_0400_PP.png,L
IM004832.png,L
20051020_44982_0100_PP.png,R
20060412_60773_0200_PP.png,L
20051216_45619_0200_PP.png,L
IM002953.png,L
IM000107.png,R
20051213_62251_0100_PP.png,R
IM000560.png,R
20051201_37337_0400_PP.png,L
IM000320.png,L
20060412_61681_0200_PP.png,L
IM002216.png,L
20051214_40596_0100_PP.png,L
20060407_44529_0200_PP.png,L
20051020_55701_0100_PP.png,R
20051021_51418_0100_PP.png,R
20051202_55834_0400_PP.png,R
IM002991.png,L
20060411_57986_0200_PP.png,L
20051213_62437_0100_PP.png,L
20051205_58458_0400_PP.png,R
20051216_44066_0200_PP.png,R
20060407_45230_0200_PP.png,R
20060530_55746_0100_PP.png,L
20060412_58638_0200_PP.png,R
20060523_50616_0100_PP.png,R
20060407_45932_0200_PP.png,R
20060407_40937_0200_PP.png,R
20060407_46235_0200_PP.png,R
20051213_61802_0100_PP.png,L
20060407_45718_0200_PP.png,R
20060412_62960_0200_PP.png,L
20051202_56000_0400_PP.png,R
IM004739.png,R
20060523_49942_0100_PP.png,L
IM000887.png,L
IM003758.png,R
20051216_46183_0200_PP.png,L
IM000984.png,L
20051109_57451_0400_PP.png,L
20060410_39726_0200_PP.png,L
IM004639.png,L
20051216_45100_0200_PP.png,L
IM001357.png,R
IM001095.png,L
20051116_58835_0400_PP.png,L
20051216_46018_0200_PP.png,L
IM002636.png,L
20060407_44042_0200_PP.png,R
20051214_57230_0100_PP.png,R
20051214_51733_0100_PP.png,L
IM003381.png,R
IM003286.png,R
IM002472.png,L
20060530_55468_0100_PP.png,L
20060412_60751_0200_PP.png,R
IM001227.png,L
20060411_58413_0200_PP.png,L
20060412_59100_0200_PP.png,R
20051116_54454_0400_PP.png,L
20060412_52777_0200_PP.png,L
IM002829.png,L
20060530_54312_0100_PP.png,R
20060412_52194_0200_PP.png,L
IM002415.png,R
20051020_64993_0100_PP.png,L
20051216_44832_0200_PP.png,L
20060411_59747_0200_PP.png,L
20051130_54333_0400_PP.png,R
20051214_52707_0100_PP.png,L
20051020_44349_0100_PP.png,L
IM002301.png,L
20060410_40165_0200_PP.png,L
20060411_60028_0200_PP.png,L
20060410_47042_0200_PP.png,L
IM003012.png,L
20060407_45477_0200_PP.png,R
20051021_39482_0100_PP.png,R
IM001386.png,L
20060530_53233_0100_PP.png,R
20051020_43832_0100_PP.png,L
IM001168.png,L
20060407_40740_0200_PP.png,R
20060412_58287_0200_PP.png,R
IM003602.png,L
20060411_61952_0200_PP.png,R
20051205_35417_0400_PP.png,R
IM004192.png,L
20051216_45351_0200_PP.png,R
20060412_58171_0200_PP.png,L
20051021_39661_0100_PP.png,R
20051201_38041_0400_PP.png,R
IM002822.png,R
20060411_58303_0200_PP.png,R
20051216_45992_0200_PP.png,R
20051020_63045_0100_PP.png,R
20060411_60426_0200_PP.png,R
20060530_55370_0100_PP.png,R
IM003071.png,R
20051208_42314_0400_PP.png,L
20060410_40381_0200_PP.png,R
20060410_39047_0200_PP.png,R
20051212_38043_0400_PP.png,L
20060410_40979_0200_PP.png,L
20060530_53836_0100_PP.png,L
IM000479.png,R
20051130_60822_0400_PP.png,L
IM002336.png,R
20060412_59735_0200_PP.png,L
20051214_40994_0100_PP.png,R
20051021_40248_0100_PP.png,L
IM002003.png,R
20051020_64945_0100_PP.png,R
IM003596.png,R
20060410_40499_0200_PP.png,L
20060411_58913_0200_PP.png,L
IM002215.png,R
20060530_54107_0100_PP.png,R
20060412_51835_0200_PP.png,R
20060522_45248_0100_PP.png,L
IM004600.png,L
20060412_58747_0200_PP.png,L
IM000198.png,L
20060407_42308_0200_PP.png,L
20060522_45691_0100_PP.png,R
20051214_56269_0100_PP.png,L
20051214_56438_0100_PP.png,R
IM002544.png,L
20051020_63936_0100_PP.png,R
IM002300.png,R
20060407_42099_0200_PP.png,R
20060530_54653_0100_PP.png,L
20051214_40719_0100_PP.png,R
IM003989.png,R
20060530_54632_0100_PP.png,R
IM002208.png,R
20051020_61804_0100_PP.png,L
20051110_38352_0400_PP.png,L
IM001329.png,R
20060523_43267_0100_PP.png,L
IM004645.png,R
20051216_44811_0200_PP.png,R
20060407_45949_0200_PP.png,L
20051020_65230_0100_PP.png,L
20051020_57844_0100_PP.png,L
20051110_38472_0400_PP.png,R
IM004646.png,L
20051020_62014_0100_PP.png,L
IM002902.png,L
20051116_54825_0400_PP.png,R
IM004764.png,L
20051205_59738_0400_PP.png,R
20060411_57962_0200_PP.png,R
20051213_62046_0100_PP.png,R
20060523_43105_0100_PP.png,R
20060523_49809_0100_PP.png,L
20051205_58431_0400_PP.png,L
20051110_38280_0400_PP.png,L
20051021_52075_0100_PP.png,R
20051116_43785_0400_PP.png,R
IM001673.png,L
IM001674.png,R
IM003747.png,R
20060523_43016_0100_PP.png,R
20051020_61998_0100_PP.png,R
IM001123.png,R
IM004607.png,L
IM004207.png,R
IM004748.png,R
20051130_55160_0400_PP.png,R
20051130_59775_0400_PP.png,R
20060530_51279_0100_PP.png,L
20051021_58388_0100_PP.png,R
IM004343.png,R
IM001745.png,L
20051205_59901_0400_PP.png,R
IM002860.png,R
20051116_43954_0400_PP.png,R
IM003626.png,L
20060412_51775_0200_PP.png,L
IM001217.png,R
IM001161.png,R
IM000327.png,R
IM001866.png,R
20060410_43847_0200_PP.png,R
20051116_54642_0400_PP.png,R
20060411_61402_0200_PP.png,R
IM000114.png,L
IM002148.png,L
20051205_35142_0400_PP.png,R
IM004208.png,L
20060523_50556_0100_PP.png,L
20051214_51840_0100_PP.png,L
20060412_61169_0200_PP.png,L
IM004261.png,L
IM000413.png,L
20051130_60630_0400_PP.png,L
20051116_44816_0400_PP.png,R
IM002695.png,L
20051130_59993_0400_PP.png,L
IM001200.png,L
20060523_48709_0100_PP.png,R
20060411_58494_0200_PP.png,L
20051021_58178_0100_PP.png,R
IM002543.png,R
20051214_56688_0100_PP.png,L
20051205_59351_0400_PP.png,R
20060411_58718_0200_PP.png,R
20060410_41767_0200_PP.png,L
IM000213.png,L
20060412_58723_0200_PP.png,R
20051205_58037_0400_PP.png,R
20051020_63269_0100_PP.png,R
IM003811.png,R
20060523_49591_0100_PP.png,L
IM000860.png,R
20051130_55393_0400_PP.png,L
20060412_61433_0200_PP.png,R
IM000587.png,L
IM003019.png,L
20051214_52204_0100_PP.png,R
20060529_57156_0100_PP.png,R
20060412_59037_0200_PP.png,L
IM001321.png,R
20060529_56968_0100_PP.png,L
IM003687.png,R
20051130_60691_0400_PP.png,R
IM000848.png,L
20060412_58368_0200_PP.png,R
IM002500.png,L
20051021_51561_0100_PP.png,R
20051110_33960_0400_PP.png,L
IM003968.png,R
IM004494.png,R
IM001174.png,R
20060410_41098_0200_PP.png,L
IM002577.png,R
IM001758.png,R
20051117_37321_0400_PP.png,R
IM002585.png,L
20051130_60601_0400_PP.png,R
20060523_43354_0100_PP.png,L
IM001416.png,L
IM002252.png,L
20060412_58802_0200_PP.png,R
IM003070.png,L
20051201_37557_0400_PP.png,R
20051130_54943_0400_PP.png,L
20051130_54595_0400_PP.png,R
IM003011.png,R
20060523_43123_0100_PP.png,L
20051020_64249_0100_PP.png,R
20060522_45873_0100_PP.png,L
IM001984.png,R
IM003625.png,R
IM003474.png,R
20051214_57404_0100_PP.png,L
IM000690.png,R
IM003244.png,L
20051020_43906_0100_PP.png,L
20051216_47024_0200_PP.png,L
IM002615.png,R
20060523_45316_0100_PP.png,L
20051202_39630_0400_PP.png,R
20051201_38349_0400_PP.png,L
20051212_37442_0400_PP.png,L
IM003765.png,R
IM002909.png,L
IM004538.png,L
20060407_44192_0200_PP.png,L
20051214_51039_0100_PP.png,R
IM002222.png,R
IM000653.png,L
IM002704.png,L
20051130_55004_0400_PP.png,R
IM002997.png,R
IM000601.png,R
IM000579.png,R
20060412_58314_0200_PP.png,L
20051116_54692_0400_PP.png,L
IM001181.png,L
IM004252.png,R
20051116_54663_0400_PP.png,L
20060412_60573_0200_PP.png,L
20060529_57287_0100_PP.png,L
IM001867.png,L
IM001911.png,R
IM001637.png,R
IM000859.png,L
IM003759.png,L
IM002845.png,L
20060407_45087_0200_PP.png,R
IM000425.png,R
20060523_48728_0100_PP.png,L
20051201_37312_0400_PP.png,R
20051110_35926_0400_PP.png,L
20060529_57030_0100_PP.png,R
IM003688.png,L
IM004528.png,L
IM002515.png,L
20060411_60446_0200_PP.png,L
20060411_58993_0200_PP.png,L
20051202_54555_0400_PP.png,L
20051020_61757_0100_PP.png,R
20060522_45212_0100_PP.png,R
20060411_61029_0200_PP.png,R
20051021_59504_0100_PP.png,L
20060410_41191_0200_PP.png,R
20051214_41055_0100_PP.png,L
20060529_56730_0100_PP.png,L
20051216_46660_0200_PP.png,L
IM002223.png,L
20051110_38507_0400_PP.png,L
IM004529.png,R
20051021_51936_0100_PP.png,R
20051020_44762_0100_PP.png,R
IM001245.png,R
20051020_64703_0100_PP.png,L
20051130_60760_0400_PP.png,L
IM002901.png,R
IM004346.png,R
20051216_47420_0200_PP.png,L
IM002732.png,R
IM000450.png,R
20060412_59717_0200_PP.png,R
20060407_46257_0200_PP.png,L
IM003857.png,R
IM004191.png,R
IM001513.png,R
20060407_44285_0200_PP.png,R
IM000881.png,L
IM002321.png,R
IM004537.png,R
20060411_60511_0200_PP.png,R
20051202_55484_0400_PP.png,L
20060410_39476_0200_PP.png,R
20051201_38475_0400_PP.png,R
IM001560.png,L
20060412_52038_0200_PP.png,L
20060407_41149_0200_PP.png,R
IM001805.png,L
20060412_51656_0200_PP.png,R
IM001831.png,R
20060407_43618_0200_PP.png,L
20051109_59751_0400_PP.png,R
20060410_39859_0200_PP.png,R
20060529_56834_0100_PP.png,R
20051130_55086_0400_PP.png,L
IM002861.png,L
20060412_52497_0200_PP.png,R
20051202_48421_0400_PP.png,L
20060523_49120_0100_PP.png,L
20060407_39687_0200_PP.png,L
20051205_60119_0400_PP.png,L
IM000712.png,R
20051214_56821_0100_PP.png,L
IM002501.png,R
IM001680.png,L
IM002456.png,L
20060410_40846_0200_PP.png,L
IM000072.png,R
20060522_45455_0100_PP.png,L
20051205_58091_0400_PP.png,L
IM004831.png,R
20060410_40481_0200_PP.png,R
20051020_57622_0100_PP.png,L
IM000160.png,L
IM002493.png,L
20051214_51308_0100_PP.png,R
20051201_38199_0400_PP.png,L
IM002666.png,L
IM000516.png,R
IM004052.png,L
20051213_62572_0100_PP.png,L
20051214_51442_0100_PP.png,R
20051020_62878_0100_PP.png,L
20060410_39355_0200_PP.png,L
IM001582.png,L
IM001687.png,R
20060529_57174_0100_PP.png,L
20060407_39435_0200_PP.png,L
IM000372.png,R
IM004162.png,R
20060407_44510_0200_PP.png,R
20051130_60234_0400_PP.png,L
20051212_36525_0400_PP.png,R
IM004036.png,L
20051110_38194_0400_PP.png,L
20060412_60396_0200_PP.png,L
IM004183.png,R
IM002846.png,R
20060411_51985_0200_PP.png,L
IM002487.png,L
IM004270.png,L
IM002356.png,L
20060407_44889_0200_PP.png,L
20051205_58613_0400_PP.png,R
IM002523.png,L
20060523_48591_0100_PP.png,L
20060411_61641_0200_PP.png,L
IM003795.png,R
20060407_44766_0200_PP.png,L
20060412_62936_0200_PP.png,R
IM004227.png,R
20051130_55311_0400_PP.png,L
20060410_40830_0200_PP.png,R
20060530_55180_0100_PP.png,R
IM004391.png,L
20051205_57704_0400_PP.png,R
20060522_45069_0100_PP.png,L
20060411_58829_0200_PP.png,L
20051205_58354_0400_PP.png,L
20060523_50262_0100_PP.png,L
IM001468.png,L
20051202_55626_0400_PP.png,R
20051130_60794_0400_PP.png,R
IM004086.png,R
20051116_44804_0400_PP.png,L
20060523_49745_0100_PP.png,L
20060411_61687_0200_PP.png,R
20051202_41260_0400_PP.png,R
20060530_53132_0100_PP.png,R
IM000313.png,L
20051214_56242_0100_PP.png,R
20060410_44248_0200_PP.png,L
IM004570.png,L
20051201_38164_0400_PP.png,R
IM004439.png,R
IM002134.png,R
20060523_49288_0100_PP.png,L
20051207_62320_0400_PP.png,L
IM000580.png,L
20060411_58644_0200_PP.png,L
20060412_61525_0200_PP.png,L
IM001153.png,L
20051021_52127_0100_PP.png,L
IM001034.png,L
IM003147.png,L
20060411_59859_0200_PP.png,L
20060412_61450_0200_PP.png,L
IM001539.png,L
20060410_43868_0200_PP.png,L
20060522_46104_0100_PP.png,R
20060410_47186_0200_PP.png,L
20051205_33006_0400_PP.png,R
IM001854.png,L
20051214_41582_0100_PP.png,R
20051214_50895_0100_PP.png,R
IM001701.png,R
IM001231.png,R
IM002828.png,R
20051020_55346_0100_PP.png,R
20060530_53761_0100_PP.png,L
20051208_39297_0400_PP.png,R
20051130_58921_0400_PP.png,R
20051116_59150_0400_PP.png,R
20051202_48393_0400_PP.png,R
IM001759.png,L
20060523_50003_0100_PP.png,R
IM001629.png,R
IM001211.png,L
20060410_46893_0200_PP.png,L
IM001985.png,L
IM000212.png,R
IM001103.png,L
20051021_57975_0100_PP.png,R
20060523_48931_0100_PP.png,L
IM000840.png,R
IM003146.png,R
IM004313.png,L
IM004133.png,R
IM002034.png,L
20051020_57761_0100_PP.png,R
IM000850.png,R
20060530_53152_0100_PP.png,L
20060412_61299_0200_PP.png,R
20060412_60845_0200_PP.png,L
20051021_59243_0100_PP.png,L
IM001766.png,L
IM004298.png,L
20060407_45107_0200_PP.png,L
IM004013.png,L
20051021_40450_0100_PP.png,L
IM004168.png,L
IM000733.png,L
20060407_45737_0200_PP.png,L
20060412_60895_0200_PP.png,R
20060412_51952_0200_PP.png,L
IM002733.png,L
IM003878.png,R
IM001667.png,L
20060407_41831_0200_PP.png,L
20051205_59367_0400_PP.png,R
IM000086.png,L
20051020_45050_0100_PP.png,R
20051205_59923_0400_PP.png,L
20060523_45548_0100_PP.png,L
20051205_57838_0400_PP.png,R
20051216_47000_0200_PP.png,R
20051130_54030_0400_PP.png,L
IM003475.png,L
IM003287.png,L
20060522_45718_0100_PP.png,L
IM000100.png,L
20051205_57879_0400_PP.png,L
IM004277.png,L
IM002399.png,R
IM003794.png,L
IM003424.png,L
IM004669.png,R
IM002357.png,R
20060529_56013_0100_PP.png,R
20060530_55837_0100_PP.png,L
20060410_40953_0200_PP.png,R
20060523_48406_0100_PP.png,R
IM000161.png,R
IM000683.png,L
20051109_60031_0400_PP.png,L
20060411_58392_0200_PP.png,R
IM004269.png,R
20051208_39462_0400_PP.png,L
20060523_50539_0100_PP.png,R
20060523_49010_0100_PP.png,L
20051130_54121_0400_PP.png,L
20060410_44953_0200_PP.png,L
20051216_44221_0200_PP.png,R
IM000554.png,L
20051212_38000_0400_PP.png,R
20060407_46394_0200_PP.png,R
20051130_59850_0400_PP.png,R
IM000093.png,L
20060530_54332_0100_PP.png,L
IM001089.png,L
IM001845.png,L
20060529_57261_0100_PP.png,R
20060410_43698_0200_PP.png,L
IM002455.png,R
20051202_56050_0400_PP.png,L
IM001415.png,R
20060410_40633_0200_PP.png,L
20060410_41209_0200_PP.png,L
IM002052.png,L
20060412_57874_0200_PP.png,L
20060410_44504_0200_PP.png,L
20051214_56636_0100_PP.png,R
20051117_37185_0400_PP.png,R
IM000350.png,L
IM001372.png,L
IM002621.png,R
20060412_59355_0200_PP.png,L
20051021_36476_0100_PP.png,L
20060523_50806_0100_PP.png,L
20060523_49663_0100_PP.png,R
20060411_58155_0200_PP.png,L
IM002070.png,R
20051214_57125_0100_PP.png,R
20060407_46422_0200_PP.png,L
20051130_55074_0400_PP.png,R
20051130_54956_0400_PP.png,R
IM001460.png,R
IM002642.png,L
IM003161.png,L
20060523_50631_0100_PP.png,L
20051205_57942_0400_PP.png,R
20060411_60283_0200_PP.png,L
20051020_45137_0100_PP.png,L
20051130_58874_0400_PP.png,R
IM004423.png,L
IM001358.png,L
IM000138.png,R
IM003125.png,L
IM004053.png,R
20060523_48816_0100_PP.png,L
IM000405.png,R
20051214_51071_0100_PP.png,L
20051205_57651_0400_PP.png,L
20051020_62709_0100_PP.png,R
IM000697.png,L
20051110_38239_0400_PP.png,R
20051202_54197_0400_PP.png,R
20060412_59658_0200_PP.png,L
20060523_49515_0100_PP.png,L
20060529_56420_0100_PP.png,R
